Time,Track Points,Position,Angle,Velocity,Angular Velocity
1742176500.0919719,"{'yellow': (93, 55), 'red': (60, 71)}","[288, 449]",2.690139562037239,[-9.91069539  2.0839486 ],0.036488178554227535
1742176500.1473682,"{'yellow': (94, 55), 'red': (61, 70)}","[288, 449]",2.714965160462917,[-9.05552128  3.58312735],0.07146612705966135
1742176500.211338,"{'yellow': (94, 56), 'red': (60, 70)}","[288, 450]",2.7509856098921066,[-5.75177383  7.39795511],0.30431946400172416
1742176500.264694,"{'yellow': (93, 54), 'red': (60, 70)}","[287, 450]",2.690139562037239,[-10.14129641   7.35394213],-0.08489026882265173
1742176500.327517,"{'yellow': (94, 55), 'red': (60, 69)}","[287, 450]",2.7509856098921066,[-8.25099487  4.41120895],0.1662883400074733
1742176500.3896036,"{'yellow': (93, 54), 'red': (60, 69)}","[286, 449]",2.714965160462917,[-10.72927558  -2.62673984],0.036161017074081446
1742176500.4514053,"{'yellow': (95, 57), 'red': (61, 71)}","[287, 451]",2.7509856098921066,[-3.40328145  7.68041891],0.1371672412967244
1742176500.502978,"{'yellow': (93, 55), 'red': (60, 69)}","[286, 451]",2.7403638545849445,[-6.11449238 10.17913034],0.11714820595112263
1742176500.5653408,"{'yellow': (93, 55), 'red': (60, 69)}","[285, 451]",2.7403638545849445,[-12.01582377   5.99846694],0.04602853573861951
1742176500.6267235,"{'yellow': (95, 57), 'red': (60, 69)}","[285, 452]",2.8112952987605397,[-9.44287718  9.51272756],0.4405427773549536
1742176500.687443,"{'yellow': (95, 55), 'red': (60, 68)}","[285, 451]",2.7859567692890335,[-6.12486258  2.65450173],0.2774911636914562
1742176500.7493892,"{'yellow': (93, 56), 'red': (60, 70)}","[284, 452]",2.7403638545849445,[-9.71146856  5.2629025 ],-0.12916600370829381
1742176500.811392,"{'yellow': (94, 56), 'red': (61, 68)}","[284, 452]",2.7928216500058864,[-8.26255581  5.73498576],0.13989445758256353
1742176500.8732748,"{'yellow': (95, 56), 'red': (60, 68)}","[284, 452]",2.8112952987605397,[-5.35945444  3.65030198],0.29637275991311807
1742176500.9359953,"{'yellow': (95, 57), 'red': (60, 69)}","[284, 453]",2.8112952987605397,[-3.64494639  8.02261036],0.22210919518416614
1742176500.9883516,"{'yellow': (95, 58), 'red': (60, 68)}","[284, 454]",2.8632929945846817,[-2.64926843 13.42696027],0.45698162851655066
1742176501.0490603,"{'yellow': (94, 55), 'red': (60, 67)}","[284, 453]",2.8023000391357487,[-1.56973804  4.60223799],0.04922224131718959
1742176501.1114275,"{'yellow': (92, 57), 'red': (59, 68)}","[282, 453]",2.819842099193151,[-12.04796912   1.12633898],0.008805100610481814
1742176501.1646898,"{'yellow': (95, 57), 'red': (60, 68)}","[282, 453]",2.8370817703876807,[-12.67869989   1.10228422],0.16152165859196502
1742176501.2291205,"{'yellow': (94, 54), 'red': (60, 68)}","[282, 452]",2.7509856098921066,[-7.46351878 -4.61281383],-0.3410847043766243
1742176501.2895117,"{'yellow': (95, 57), 'red': (60, 69)}","[282, 453]",2.8112952987605397,[-5.09295619  0.39320218],-0.05856912678619977
1742176501.3530278,"{'yellow': (95, 57), 'red': (60, 68)}","[282, 453]",2.8370817703876807,[-3.6671023   2.14544477],0.21877000862240978
1742176501.4154935,"{'yellow': (94, 58), 'red': (59, 69)}","[281, 454]",2.8370817703876807,[-8.12171185  6.42711745],0.16670178405544722
1742176501.4671164,"{'yellow': (94, 57), 'red': (60, 68)}","[281, 454]",2.8286914257094087,[-7.87913809  6.46194862],0.05661625219520074
1742176501.5288668,"{'yellow': (94, 58), 'red': (59, 67)}","[280, 454]",2.8899026818316065,[-10.53659667   3.94121313],0.3762993333489233
1742176501.589724,"{'yellow': (93, 58), 'red': (60, 67)}","[279, 454]",2.875340604438868,[-14.30011801   2.98285762],0.29519205144260735
1742176501.650282,"{'yellow': (95, 58), 'red': (61, 68)}","[280, 455]",2.8555412118724752,[-5.3874453   7.76233974],0.04918767024650421
1742176501.7129803,"{'yellow': (95, 59), 'red': (60, 67)}","[280, 456]",2.9168814851751503,[-1.80975593 12.65625313],0.35032137577277456
1742176501.764522,"{'yellow': (95, 57), 'red': (58, 66)}","[279, 455]",2.9029833310815922,[-7.76965324  4.85839948],0.3114100768679916
1742176501.827271,"{'yellow': (93, 59), 'red': (60, 67)}","[278, 456]",2.9037567261323427,[-12.67474233   6.83112409],0.15336681030226143
1742176501.8887932,"{'yellow': (95, 56), 'red': (60, 66)}","[278, 455]",2.8632929945846817,[-9.82112423  1.09990219],-0.1195092616003068
1742176501.9544923,"{'yellow': (96, 58), 'red': (61, 68)}","[279, 456]",2.8632929945846817,[-0.72834662  4.10209697],-0.14395101337666588
1742176502.0072222,"{'yellow': (94, 59), 'red': (58, 66)}","[278, 456]",2.949544636349063,[-4.29241216  5.25260716],0.4121065421200078
1742176502.0723264,"{'yellow': (95, 58), 'red': (59, 67)}","[278, 456]",2.896613990462929,[-4.78396275  3.02810917],0.10632131055133252
1742176502.126272,"{'yellow': (93, 57), 'red': (58, 66)}","[276, 455]",2.8899026818316065,[-14.91004371  -3.96796367],-0.09780789320043448
1742176502.1906943,"{'yellow': (95, 59), 'red': (60, 68)}","[276, 456]",2.8899026818316065,[-13.20920913   1.13412244],-0.052936395260857284
1742176502.2456603,"{'yellow': (95, 59), 'red': (60, 67)}","[276, 457]",2.9168814851751503,[-8.61546997  8.90827528],0.11899422874047061
1742176502.3089888,"{'yellow': (96, 58), 'red': (60, 66)}","[277, 457]",2.922923707715851,[-0.18286544  7.23484466],0.16066846760298714
1742176502.3729727,"{'yellow': (94, 58), 'red': (59, 67)}","[276, 457]",2.8899026818316065,[-4.00038138  4.49669349],-0.06835870102568704
1742176502.4289203,"{'yellow': (93, 58), 'red': (58, 66)}","[274, 457]",2.9168814851751503,[-16.84338705   3.33222856],0.046258443943506714
1742176502.493941,"{'yellow': (94, 59), 'red': (60, 67)}","[274, 458]",2.9105019863938963,[-13.87931002   7.62647344],0.04612229382780857
1742176502.5479174,"{'yellow': (96, 58), 'red': (60, 66)}","[275, 458]",2.922923707715851,[-3.11236396  7.58743638],0.07757416090649727
1742176502.6127148,"{'yellow': (93, 58), 'red': (59, 66)}","[274, 458]",2.9105019863938963,[-6.0255571   4.73371654],0.014821175923191597
1742176502.677516,"{'yellow': (94, 57), 'red': (60, 67)}","[274, 458]",2.8555412118724752,[-5.94339928  3.27936474],-0.3100886820258205
1742176502.7296402,"{'yellow': (94, 58), 'red': (59, 67)}","[273, 458]",2.8899026818316065,[-9.99332318  2.10186884],-0.13152939599975588
1742176502.7930367,"{'yellow': (94, 58), 'red': (61, 67)}","[273, 458]",2.875340604438868,[-8.3948374   1.31564581],-0.09662284943574305
1742176502.847696,"{'yellow': (96, 58), 'red': (60, 66)}","[274, 458]",2.922923707715851,[0.3673434  0.91388732],0.1736223275315635
1742176502.9140007,"{'yellow': (92, 59), 'red': (58, 66)}","[272, 458]",2.938547436336328,[-8.8609694   0.55408318],0.27442266840885243
1742176502.967905,"{'yellow': (94, 59), 'red': (60, 67)}","[272, 459]",2.9105019863938963,[-10.53212817   6.23079663],0.0450823049335647
1742176503.0302126,"{'yellow': (94, 57), 'red': (60, 66)}","[272, 458]",2.8828217616260954,[-6.30301413  0.        ],-0.16932612493481802
1742176503.0926328,"{'yellow': (94, 60), 'red': (60, 67)}","[272, 459]",2.938547436336328,[-4.38971531  3.52095859],0.16042784553003933
1742176503.147504,"{'yellow': (94, 58), 'red': (58, 66)}","[271, 459]",2.922923707715851,[-8.8752093   4.84297318],0.14885813610118015
1742176503.214187,"{'yellow': (95, 60), 'red': (59, 66)}","[271, 460]",2.976443976175166,[-7.41056355  8.27628977],0.3461672435581997
1742176503.2679741,"{'yellow': (93, 58), 'red': (60, 66)}","[270, 460]",2.9037567261323427,[-10.84981151   8.00880942],-0.078937913844304
1742176503.3314354,"{'yellow': (94, 58), 'red': (60, 65)}","[270, 459]",2.938547436336328,[-8.92874394 -0.53222583],0.004351138376109266
1742176503.3943021,"{'yellow': (94, 58), 'red': (60, 67)}","[270, 459]",2.8828217616260954,[-5.82738659 -1.98541699],-0.22538983627813447
1742176503.4485822,"{'yellow': (94, 59), 'red': (59, 67)}","[269, 460]",2.9168814851751503,[-9.85336295  4.81983519],-0.0819666966732102
1742176503.5130115,"{'yellow': (95, 57), 'red': (60, 66)}","[269, 459]",2.8899026818316065,[-8.22225133 -0.89939799],-0.1250797615646206
1742176503.5786824,"{'yellow': (95, 59), 'red': (60, 67)}","[269, 460]",2.9168814851751503,[-5.28536495  2.79199935],0.0010513512326082615
1742176503.6310148,"{'yellow': (94, 58), 'red': (59, 66)}","[268, 460]",2.9168814851751503,[-9.6855536   4.16074044],0.05377535780261636
1742176503.6911383,"{'yellow': (95, 58), 'red': (59, 66)}","[268, 460]",2.922923707715851,[-8.08024493  2.29782489],0.057852983047183316
1742176503.754006,"{'yellow': (96, 59), 'red': (60, 67)}","[269, 461]",2.922923707715851,[0.4503818  7.04817771],0.04788650584000894
1742176503.8172839,"{'yellow': (93, 58), 'red': (59, 66)}","[268, 461]",2.9105019863938963,[-3.39289493  6.63801808],-0.024262217962024282
1742176503.8689508,"{'yellow': (94, 58), 'red': (59, 66)}","[267, 461]",2.9168814851751503,[-10.91861295   4.65440051],-0.005125744432254081
1742176503.9305694,"{'yellow': (94, 59), 'red': (60, 67)}","[267, 462]",2.9105019863938963,[-8.38790486  8.87294439],-0.015909391080907928
1742176503.993455,"{'yellow': (93, 57), 'red': (59, 65)}","[266, 461]",2.9105019863938963,[-10.65221854   2.13903657],-0.02802737363473938
1742176504.0576332,"{'yellow': (95, 59), 'red': (60, 66)}","[266, 461]",2.9441970937399127,[-9.07357928 -0.43391409],0.16861570479470128
1742176504.1072102,"{'yellow': (95, 58), 'red': (59, 66)}","[266, 461]",2.922923707715851,[-6.22718364 -0.18247814],0.057879932574554926
1742176504.1701915,"{'yellow': (95, 58), 'red': (59, 67)}","[266, 461]",2.896613990462929,[-4.24811678 -0.14899772],-0.15995923927234018
1742176504.2326953,"{'yellow': (94, 59), 'red': (59, 66)}","[265, 461]",2.9441970937399127,[-8.66688908 -0.26493525],0.1199681532752673
1742176504.2958272,"{'yellow': (96, 59), 'red': (59, 67)}","[265, 462]",2.9286543040103963,[-7.62400048  5.0766884 ],0.08674072739380367
1742176504.356939,"{'yellow': (94, 59), 'red': (59, 66)}","[264, 462]",2.9441970937399127,[-10.12275317   5.14754978],0.1040113562029948
1742176504.4200006,"{'yellow': (94, 57), 'red': (60, 66)}","[264, 461]",2.8828217616260954,[-8.44644608 -2.27605449],-0.23232272933866757
1742176504.470605,"{'yellow': (94, 59), 'red': (60, 67)}","[264, 462]",2.9105019863938963,[-5.77039418  2.2972071 ],-0.13665832722705554
1742176504.5329142,"{'yellow': (93, 61), 'red': (59, 67)}","[263, 464]",2.9669204545815537,[-9.59464447 15.31168824],0.30197380466786333
1742176504.5944278,"{'yellow': (95, 57), 'red': (60, 65)}","[263, 463]",2.9168814851751503,[-8.30747453  7.89456944],0.00818763315447644
1742176504.6595533,"{'yellow': (94, 57), 'red': (60, 66)}","[263, 462]",2.8828217616260954,[-5.3403699  -2.34024728],-0.2778242266682646
1742176504.7109427,"{'yellow': (95, 57), 'red': (60, 67)}","[263, 462]",2.8632929945846817,[-3.7316808  -3.41822527],-0.3709774455685585
1742176504.7748365,"{'yellow': (95, 60), 'red': (59, 67)}","[263, 463]",2.949544636349063,[-2.39698504  3.7875289 ],0.21164294770077885
1742176504.8401084,"{'yellow': (94, 59), 'red': (59, 66)}","[262, 463]",2.9441970937399127,[-6.94219645  4.01592683],0.2602222608276287
1742176504.8935418,"{'yellow': (95, 58), 'red': (59, 66)}","[262, 463]",2.922923707715851,[-6.8387448   2.52226086],0.023397475670127114
1742176504.9597125,"{'yellow': (95, 58), 'red': (59, 66)}","[262, 463]",2.922923707715851,[-4.10426976  1.64983539],-0.0069473089537783125
1742176505.0108142,"{'yellow': (94, 59), 'red': (59, 66)}","[261, 463]",2.9441970937399127,[-8.92698894  0.9093637 ],0.12734533623928837
1742176505.0744169,"{'yellow': (95, 61), 'red': (59, 66)}","[261, 464]",3.0035866299322738,[-7.49009052  6.13116791],0.4540879298729816
1742176505.1353428,"{'yellow': (95, 60), 'red': (60, 66)}","[261, 465]",2.971814379621455,[-4.85693096 11.67969374],0.23942240575532156
1742176505.197811,"{'yellow': (94, 56), 'red': (60, 65)}","[261, 463]",2.8828217616260954,[-3.40529668 -1.48496831],-0.3983004568612849
1742176505.2509172,"{'yellow': (94, 59), 'red': (59, 67)}","[260, 464]",2.9168814851751503,[-8.43691183  0.48245616],-0.2539399536633763
1742176505.3149035,"{'yellow': (96, 59), 'red': (60, 66)}","[261, 464]",2.949544636349063,[-1.5868468   2.74276871],0.09444536989069394
1742176505.3784182,"{'yellow': (94, 59), 'red': (58, 66)}","[260, 464]",2.949544636349063,[-4.40756056  1.60102907],0.10767908234746704
1742176505.43083,"{'yellow': (93, 60), 'red': (59, 67)}","[259, 465]",2.938547436336328,[-11.4495955    7.05041525],-0.002422281270571161
1742176505.4961538,"{'yellow': (95, 57), 'red': (60, 66)}","[259, 464]",2.8899026818316065,[-8.62669559  0.64411014],-0.2904118595141689
1742176505.5514705,"{'yellow': (96, 58), 'red': (60, 67)}","[260, 464]",2.896613990462929,[ 0.20681488 -1.9328176 ],-0.26367190015975406
1742176505.6203895,"{'yellow': (94, 59), 'red': (58, 67)}","[259, 465]",2.922923707715851,[-3.88811539  4.3489362 ],-0.0060403719059074455
1742176505.6757183,"{'yellow': (94, 58), 'red': (59, 66)}","[258, 465]",2.9168814851751503,[-10.92399491   5.16340788],0.02357763251490967
1742176505.740593,"{'yellow': (95, 57), 'red': (61, 66)}","[259, 464]",2.8828217616260954,[-2.94520741 -2.18518647],-0.1850772023930795
1742176505.7947493,"{'yellow': (93, 59), 'red': (58, 67)}","[257, 465]",2.9168814851751503,[-11.36622218   2.13182239],-0.008013416711198994
1742176505.8590775,"{'yellow': (95, 59), 'red': (60, 66)}","[257, 465]",2.9441970937399127,[-11.36956858   3.46100101],0.2106981097788102
1742176505.9101934,"{'yellow': (95, 58), 'red': (60, 66)}","[257, 465]",2.9168814851751503,[-7.33636354  2.12320706],0.03675876840591737
1742176505.9730532,"{'yellow': (94, 58), 'red': (60, 66)}","[257, 465]",2.9105019863938963,[-4.95448097  1.35151212],-0.059428036603718884
1742176506.037741,"{'yellow': (91, 59), 'red': (60, 66)}","[255, 465]",2.9195107516843133,[-14.42609722   1.0704533 ],0.015986095699666865
1742176506.0907588,"{'yellow': (95, 59), 'red': (63, 67)}","[257, 466]",2.896613990462929,[-2.59781434  6.68311744],-0.10741165986205206
1742176506.1542358,"{'yellow': (96, 60), 'red': (59, 66)}","[257, 467]",2.9808299129639586,[ 2.42261353 11.50507198],0.354694676537722
1742176506.2163699,"{'yellow': (95, 57), 'red': (59, 65)}","[257, 466]",2.922923707715851,[1.13027543 3.81459118],0.07465445508001509
1742176506.2709348,"{'yellow': (94, 58), 'red': (59, 66)}","[256, 466]",2.9168814851751503,[-5.07766537  0.51658072],-0.1247867647202795
1742176506.336899,"{'yellow': (93, 56), 'red': (60, 65)}","[255, 464]",2.875340604438868,[ -9.91720568 -10.15380672],-0.29826569204098763
1742176506.4015155,"{'yellow': (95, 59), 'red': (61, 68)}","[256, 465]",2.8828217616260954,[-2.62711522 -4.73563816],-0.22688486647955847
1742176506.454339,"{'yellow': (95, 60), 'red': (59, 67)}","[256, 466]",2.949544636349063,[0.5251315  5.10813619],0.26438006060307495
1742176506.5207655,"{'yellow': (93, 60), 'red': (58, 67)}","[254, 467]",2.9441970937399127,[-11.03405467   9.56984626],0.235081740705046
1742176506.577768,"{'yellow': (94, 56), 'red': (60, 66)}","[254, 466]",2.8555412118724752,[-11.63007294   2.35674992],-0.3814132404344093
1742176506.6329718,"{'yellow': (92, 59), 'red': (61, 66)}","[253, 466]",2.9195107516843133,[-13.68481054  -0.76578159],-0.051895177617763036
1742176506.6997051,"{'yellow': (95, 58), 'red': (62, 66)}","[254, 466]",2.9037567261323427,[-5.17107102  0.07176621],0.009004394613556357
1742176506.753917,"{'yellow': (93, 59), 'red': (60, 66)}","[253, 466]",2.9325697107835285,[-7.26253793  0.42028998],0.1415008567033935
1742176506.8185537,"{'yellow': (94, 58), 'red': (60, 68)}","[253, 467]",2.8555412118724752,[-6.73961067  5.87287538],-0.2746128114692446
1742176506.8715682,"{'yellow': (94, 58), 'red': (59, 66)}","[252, 467]",2.9168814851751503,[-10.52078185   6.43021248],0.0047562339585131425
1742176506.9350402,"{'yellow': (97, 57), 'red': (62, 66)}","[254, 466]",2.8899026818316065,[ 2.45643748 -2.06003724],-0.02435125057888702
1742176506.9977577,"{'yellow': (93, 59), 'red': (60, 66)}","[253, 466]",2.9325697107835285,[ 0.05656839 -3.27898827],0.14618666165029284
1742176507.0640066,"{'yellow': (96, 60), 'red': (60, 67)}","[254, 467]",2.949544636349063,[3.45088789 3.4477378 ],0.27239538841645405
1742176507.115919,"{'yellow': (94, 58), 'red': (58, 66)}","[253, 467]",2.922923707715851,[-0.97429697  4.80676361],0.07158949482438698
1742176507.179353,"{'yellow': (95, 58), 'red': (59, 67)}","[253, 467]",2.896613990462929,[-2.42164057  2.66881374],-0.15171445396904035
1742176507.242256,"{'yellow': (94, 59), 'red': (59, 67)}","[252, 468]",2.9168814851751503,[-6.81945948  7.23669966],-0.021919473313272653
1742176507.2953455,"{'yellow': (94, 58), 'red': (61, 66)}","[252, 468]",2.9037567261323427,[-6.76128914  7.2156687 ],-0.043223038088696666
1742176507.3573332,"{'yellow': (94, 59), 'red': (62, 66)}","[253, 468]",2.926234953892055,[1.44597008 4.40399827],0.07219408874293526
1742176507.412136,"{'yellow': (93, 57), 'red': (60, 66)}","[252, 467]",2.875340604438868,[-3.07708785 -2.69248558],-0.21756880376011634
1742176507.4738472,"{'yellow': (94, 57), 'red': (59, 68)}","[251, 467]",2.8370817703876807,[-10.18688467  -3.22731505],-0.45832976571288336
1742176507.5399516,"{'yellow': (95, 59), 'red': (60, 68)}","[251, 468]",2.8899026818316065,[-7.98697252  3.47985311],-0.07424147136078287
1742176507.5936284,"{'yellow': (96, 58), 'red': (60, 67)}","[252, 468]",2.896613990462929,[0.45584846 4.28629388],0.10613614935743154
1742176507.6586654,"{'yellow': (94, 59), 'red': (59, 67)}","[251, 469]",2.9168814851751503,[-3.57103054  7.76873402],0.16918421340790132
1742176507.7245538,"{'yellow': (93, 56), 'red': (60, 65)}","[250, 467]",2.875340604438868,[-9.6655589  -3.88438344],-0.07602064508276801
1742176507.7770166,"{'yellow': (94, 58), 'red': (61, 67)}","[250, 467]",2.875340604438868,[-8.67078018 -7.40253431],-0.1478688332869199
1742176507.8415544,"{'yellow': (94, 58), 'red': (61, 68)}","[250, 468]",2.8473580884786056,[-5.42345009  1.62292227],-0.22636471999784147
1742176507.8961616,"{'yellow': (95, 57), 'red': (61, 68)}","[251, 468]",2.8286914257094087,[1.99854172 3.25585122],-0.3228921814102021
1742176507.9587398,"{'yellow': (94, 58), 'red': (59, 68)}","[250, 469]",2.8632929945846817,[-2.52325999  7.37768509],-0.03617996094168149
1742176508.0221665,"{'yellow': (94, 58), 'red': (60, 67)}","[250, 469]",2.8828217616260954,[-3.6166419  6.5013794],0.14089091305837154
1742176508.0745187,"{'yellow': (92, 57), 'red': (61, 67)}","[249, 469]",2.82955053202726,[-8.35382374  4.25347817],-0.20344074982486118
1742176508.1383896,"{'yellow': (94, 57), 'red': (61, 67)}","[249, 469]",2.8473580884786056,[-7.09827501  3.00650454],-0.12896411835892194
1742176508.2002363,"{'yellow': (93, 57), 'red': (61, 67)}","[249, 469]",2.838707785214822,[-4.3142415   2.21653911],-0.08517041886902371
1742176508.2638779,"{'yellow': (94, 57), 'red': (61, 66)}","[249, 468]",2.875340604438868,[-2.8902675  -3.58530262],0.1304836997654747
1742176508.3183002,"{'yellow': (93, 59), 'red': (60, 68)}","[248, 469]",2.875340604438868,[-8.18832414  1.17249687],0.17459391159230447
1742176508.380982,"{'yellow': (95, 58), 'red': (61, 67)}","[249, 469]",2.8828217616260954,[-1.60685476  2.50151011],0.1456518374548117
1742176508.4347365,"{'yellow': (93, 57), 'red': (59, 67)}","[248, 469]",2.8555412118724752,[-4.83414692  1.32193509],-0.044090249064567814
1742176508.4978573,"{'yellow': (93, 59), 'red': (60, 67)}","[247, 470]",2.9037567261323427,[-10.69109161   6.2912331 ],0.19254480406146818
1742176508.5648081,"{'yellow': (95, 57), 'red': (61, 67)}","[248, 470]",2.8555412118724752,[-3.03932567  5.8667545 ],-0.03946529663979281
1742176508.6185327,"{'yellow': (94, 57), 'red': (60, 66)}","[248, 469]",2.8828217616260954,[ 0.29765329 -1.89245139],0.027182127338715122
1742176508.680558,"{'yellow': (93, 58), 'red': (59, 67)}","[247, 469]",2.8828217616260954,[-5.92551007 -2.726923  ],0.07893822900047252
1742176508.7341537,"{'yellow': (95, 59), 'red': (58, 68)}","[246, 470]",2.9029833310815922,[-12.26349504   4.49651753],0.16615866849098415
1742176508.7980437,"{'yellow': (93, 57), 'red': (57, 69)}","[244, 471]",2.819842099193151,[-20.40698096  10.17959701],-0.32774407995570576
1742176508.8548627,"{'yellow': (91, 55), 'red': (57, 68)}","[241, 470]",2.7763912038016203,[-35.15307812   2.66379321],-0.6462840274078603
1742176508.918463,"{'yellow': (90, 56), 'red': (58, 71)}","[238, 471]",2.7032560937318353,[-44.4812844    5.31548878],-0.8757966929478507
1742176508.9824605,"{'yellow': (91, 53), 'red': (57, 70)}","[235, 470]",2.677945044588987,[-50.86979165   0.19558413],-0.8468921945315652
1742176509.035569,"{'yellow': (92, 57), 'red': (59, 72)}","[233, 472]",2.714965160462917,[-54.04421394   9.66303839],-0.4303920928802768
1742176509.0991368,"{'yellow': (88, 53), 'red': (57, 70)}","[228, 471]",2.639988599400673,[-66.82593002   4.6175037 ],-0.6498283636988278
1742176509.1633356,"{'yellow': (90, 53), 'red': (58, 71)}","[225, 471]",2.6292031932790554,[-69.80013705   0.98387663],-0.6518072875986601
1742176509.2164752,"{'yellow': (88, 53), 'red': (56, 71)}","[220, 471]",2.6292031932790554,[-84.11255429   0.8638573 ],-0.4637461056228895
1742176509.2799175,"{'yellow': (88, 53), 'red': (56, 70)}","[215, 470]",2.6532587025333876,[-91.76699838  -5.16059859],-0.1706008413114951
1742176509.3436756,"{'yellow': (86, 55), 'red': (55, 71)}","[208, 471]",2.6651252341160867,[-107.19340915    0.1887734 ],0.007102116547376358
1742176509.3991299,"{'yellow': (88, 53), 'red': (57, 69)}","[203, 470]",2.6651252341160867,[-119.01304265   -3.43659032],0.03856584655959498
1742176509.4655995,"{'yellow': (86, 55), 'red': (57, 70)}","[197, 470]",2.664247271216121,[-114.83066015   -4.35423833],0.029532126531188654
1742176509.5190196,"{'yellow': (86, 54), 'red': (56, 68)}","[191, 469]",2.704965493776252,[-128.47969579   -8.81084885],0.26804705074009777
1742176509.5830758,"{'yellow': (89, 56), 'red': (57, 68)}","[187, 469]",2.782821983319221,[-116.07520908   -7.77163791],0.6805845393542116
1742176509.6367729,"{'yellow': (87, 58), 'red': (55, 67)}","[181, 469]",2.8674252024701343,[-124.08667384   -5.08767683],1.152820714211968
1742176509.7023156,"{'yellow': (87, 56), 'red': (54, 65)}","[174, 467]",2.875340604438868,[-128.58954773  -14.44060966],0.9098585215857298
1742176509.756423,"{'yellow': (85, 58), 'red': (55, 66)}","[167, 467]",2.8809902618424523,[-145.69456668  -14.5110307 ],0.681608722896565
1742176509.8216097,"{'yellow': (87, 58), 'red': (52, 62)}","[159, 465]",3.027800646446085,[-147.86163207  -19.74341514],1.2781255414697794
1742176509.8830993,"{'yellow': (88, 61), 'red': (53, 64)}","[152, 465]",3.0560873599115888,[-150.91299385  -17.20278739],1.296950507747151
1742176509.9362833,"{'yellow': (85, 57), 'red': (56, 63)}","[145, 463]",2.937574673997245,[-160.83389488  -23.59291186],0.23092226254638173
1742176510.0019727,"{'yellow': (91, 59), 'red': (57, 64)}","[142, 462]",2.995580395878518,[-131.79321874  -24.51907539],0.28918117477794036
1742176510.065976,"{'yellow': (89, 59), 'red': (55, 65)}","[137, 462]",2.9669204545815537,[-118.71445378  -17.68205394],0.16509203485119325
1742176510.12138,"{'yellow': (88, 58), 'red': (54, 65)}","[131, 461]",2.938547436336328,[-127.72709242  -18.18614837],-0.14846971810092993
1742176510.1837265,"{'yellow': (91, 59), 'red': (56, 65)}","[127, 461]",2.971814379621455,[-115.58645831  -13.99892803],0.02860610977648683
1742176510.2370484,"{'yellow': (90, 59), 'red': (56, 65)}","[123, 461]",2.9669204545815537,[-110.52779165   -9.29885882],0.0520488278467976
1742176510.301913,"{'yellow': (88, 58), 'red': (55, 64)}","[117, 460]",2.961739153797315,[-110.25449583  -11.69215209],-0.03735965129382249
1742176510.3676553,"{'yellow': (93, 58), 'red': (57, 64)}","[115, 459]",2.976443976175166,[-92.18980104 -14.48728688],0.022097125974668327
1742176510.4190705,"{'yellow': (89, 58), 'red': (55, 63)}","[110, 457]",2.995580395878518,[-97.47485722 -24.09051957],0.17245509350043683
1742176510.4823477,"{'yellow': (93, 60), 'red': (57, 64)}","[108, 457]",3.0309354324158977,[-83.2453234  -18.51129315],0.35372817933709877
1742176510.545803,"{'yellow': (88, 59), 'red': (54, 63)}","[102, 456]",3.024483909022929,[-90.71548785 -17.37778446],0.25330822504538264
1742176510.5990794,"{'yellow': (95, 59), 'red': (60, 63)}","[102, 455]",3.027800646446085,[-75.17313822 -20.56172685],0.18629716197938156
1742176510.6675644,"{'yellow': (94, 61), 'red': (59, 64)}","[101, 455]",3.0560873599115888,[-51.63973767 -14.67396696],0.28915706696775767
1742176510.7230349,"{'yellow': (97, 64), 'red': (60, 64)}","[102, 457]",3.141592653589793,[-31.83448485   1.53856882],0.7656358710501225
1742176510.7767925,"{'yellow': (95, 61), 'red': (58, 62)}","[101, 456]",3.1145722044025286,[-25.03719583  -1.14575132],0.5247661927082159
1742176510.840816,"{'yellow': (95, 64), 'red': (59, 63)}","[101, 457]",-3.113822016996372,[-17.67671586   2.67045999],-34.42993529545798
1742176510.9055746,"{'yellow': (95, 63), 'red': (59, 61)}","[101, 457]",-3.0860941483440762,[-10.59488911   4.23311864],-33.37203330750227
1742176510.9666505,"{'yellow': (95, 65), 'red': (59, 61)}","[101, 458]",-3.0309354324158977,[-5.81834501  8.7071796 ],-21.0459312219278
1742176511.0201983,"{'yellow': (95, 64), 'red': (58, 60)}","[100, 458]",-3.0339027827569724,[-8.94316336  8.47232501],-15.311167982342475
1742176511.0840673,"{'yellow': (97, 63), 'red': (59, 60)}","[101, 457]",-3.0628086926006493,[-0.96463946  0.08778722],-11.207444613324437
1742176511.1481576,"{'yellow': (96, 64), 'red': (58, 61)}","[101, 457]",-3.0628086926006493,[ 1.35352194 -1.41821244],-8.023045192154694
1742176511.2007222,"{'yellow': (93, 64), 'red': (58, 61)}","[99, 457]",-3.0560873599115888,[-11.23452116  -0.89706773],-5.549998205739526
1742176511.2656972,"{'yellow': (96, 68), 'red': (59, 60)}","[99, 459]",-2.9286543040103963,[-10.56494929  10.09327657],-2.6744114346482006
1742176511.3185978,"{'yellow': (95, 65), 'red': (60, 58)}","[99, 458]",-2.9441970937399127,[-6.81411282  5.36535508],-0.9201987016637514
1742176511.3828943,"{'yellow': (94, 64), 'red': (59, 59)}","[98, 457]",-2.999695598985629,[-10.20959827  -4.62315645],0.08084592188664089
1742176511.4477544,"{'yellow': (95, 68), 'red': (59, 60)}","[98, 459]",-2.922923707715851,[-8.69180005  6.30220786],0.3792072194888454
